kind,d,s,seed,auc,det_auc,method,attr_auc,prec,queries,sec_per_expl
axis,100,3,2,1.0,1.0,witness,0.9896907216494846,0.8444444444444443,0.0,0.00037546946744744975
axis,100,3,2,1.0,1.0,gradient,0.9988545246277205,0.9111111111111111,0.0,0.0003710072642813126
axis,100,3,2,1.0,0.6253,ecod,0.9776632302405498,0.7333333333333333,0.0,0.0005642627327082058
axis,100,3,2,1.0,1.0,shap,0.9339060710194731,0.7777777777777778,12003.666666666666,0.25860866220124684
axis,100,3,2,1.0,1.0,lime,0.6675830469644902,0.06666666666666667,800.0,0.02204777553367118
axis,100,6,0,1.0,1.0,witness,0.975886524822695,0.7666666666666667,0.0,0.0007366348019180198
axis,100,6,0,1.0,1.0,gradient,0.9962174940898346,0.9222222222222224,0.0,0.00038796560062716404
axis,100,6,0,1.0,0.7535333333333334,ecod,0.9684397163120567,0.7333333333333335,0.0,0.0009254034026525915
axis,100,6,0,1.0,1.0,shap,0.8305555555555554,0.5333333333333333,12003.666666666666,0.2630781979998574
axis,100,6,0,1.0,1.0,lime,0.6424349881796689,0.19999999999999998,800.0,0.025239456468261777
axis,100,6,1,1.0,1.0,witness,0.972695035460993,0.8000000000000002,0.0,9.769779862836003e-05
axis,100,6,1,1.0,1.0,gradient,0.9955082742316785,0.9333333333333335,0.0,7.529626600444317e-05
axis,100,6,1,1.0,0.7764333333333333,ecod,0.9640070921985816,0.7666666666666668,0.0,0.0013289330022719999
axis,100,6,1,1.0,1.0,shap,0.8735224586288413,0.6222222222222222,12003.666666666666,0.26998538106757525
axis,100,6,1,1.0,1.0,lime,0.6200945626477541,0.13333333333333333,800.0,0.03362584913071866
axis,100,6,2,1.0,1.0,witness,0.9801418439716313,0.777777777777778,0.0,0.0009574339337026079
axis,100,6,2,1.0,1.0,gradient,0.9986997635933806,0.9444444444444446,0.0,0.0006245974024447302
axis,100,6,2,1.0,0.7544000000000001,ecod,0.9743498817966905,0.6888888888888888,0.0,0.0008596869340787331
axis,100,6,2,1.0,1.0,shap,0.8796690307328604,0.5666666666666667,12003.666666666666,0.25921493326701844
axis,100,6,2,1.0,1.0,lime,0.6244680851063829,0.15555555555555553,800.0,0.021849844267126172
axis,200,3,0,0.9993333333333333,0.9993333333333333,witness,0.972137619853356,0.5555555555555556,0.0,0.0002641886007040739
axis,200,3,0,0.9993333333333333,0.9993333333333333,gradient,0.9910885504794134,0.7333333333333335,0.0,7.674460066482424e-05
axis,200,3,0,0.9993333333333333,0.646,ecod,0.9679639029892838,0.5777777777777777,0.0,0.002134347000780205
axis,200,3,0,0.9993333333333333,0.9993333333333333,shap,0.8429216018048504,0.4888888888888889,12003.666666666666,0.28257425206635767
axis,200,3,0,0.9993333333333333,0.9993333333333333,lime,0.5899605188945289,0.02222222222222222,800.0,0.09449159626771385
axis,200,3,1,0.9994666666666666,0.9994666666666666,witness,0.9811618725324308,0.6222222222222222,0.0,7.107073518758019e-05
axis,200,3,1,0.9994666666666666,0.9994666666666666,gradient,0.9840947546531301,0.7555555555555554,0.0,7.925800358255704e-05
axis,200,3,1,0.9994666666666666,0.5655666666666667,ecod,0.9727016356457979,0.6444444444444445,0.0,0.0025468830678922433
axis,200,3,1,0.9994666666666666,0.9994666666666666,shap,0.8916525662718555,0.6,12003.666666666666,0.3675449074672846
axis,200,3,1,0.9994666666666666,0.9994666666666666,lime,0.5563451776649746,0.06666666666666667,800.0,0.12548023500324537
axis,200,3,2,0.9993333333333333,0.9993333333333333,witness,0.9704455724760293,0.6,0.0,6.753200044234594e-05
axis,200,3,2,0.9993333333333333,0.9993333333333333,gradient,0.9731528482797518,0.7333333333333332,0.0,8.277940020586053e-05
axis,200,3,2,0.9993333333333333,0.6628000000000001,ecod,0.9764805414551607,0.5111111111111112,0.0,0.0019830408001629014
axis,200,3,2,0.9993333333333333,0.9993333333333333,shap,0.8670614777213762,0.5333333333333333,12003.666666666666,0.32915709546456734
axis,200,3,2,0.9993333333333333,0.9993333333333333,lime,0.6460236886632824,0.13333333333333333,800.0,0.11250611740009238
axis,200,6,0,1.0,1.0,witness,0.9447308132875142,0.6555555555555556,0.0,7.057693243647614e-05
axis,200,6,0,1.0,1.0,gradient,0.9738831615120274,0.7444444444444446,0.0,0.00024038066621869802
axis,200,6,0,1.0,0.7435333333333334,ecod,0.9446162657502862,0.6444444444444445,0.0,0.0021735718667817614
axis,200,6,0,1.0,1.0,shap,0.7343928980526918,0.3555555555555555,12003.666666666666,0.2753847916649344
axis,200,6,0,1.0,1.0,lime,0.652634593356243,0.07777777777777778,800.0,0.09766789613446841
axis,200,6,1,1.0,1.0,witness,0.9792668957617411,0.7111111111111109,0.0,5.811246810480952e-05
axis,200,6,1,1.0,1.0,gradient,0.9894043528064146,0.8111111111111112,0.0,6.217006981993715e-05
axis,200,6,1,1.0,0.6644999999999999,ecod,0.981529209621993,0.7555555555555554,0.0,0.0015561309332648913
axis,200,6,1,1.0,1.0,shap,0.7799828178694157,0.4000000000000001,12003.666666666666,0.27698572486794243
axis,200,6,1,1.0,1.0,lime,0.6524054982817871,0.08888888888888888,800.0,0.10341929286563148
axis,200,6,2,1.0,1.0,witness,0.9461053837342497,0.5666666666666667,0.0,7.100826672588786e-05
axis,200,6,2,1.0,1.0,gradient,0.9804123711340206,0.6999999999999998,0.0,8.209173489982883e-05
axis,200,6,2,1.0,0.7467,ecod,0.9376861397479954,0.5111111111111112,0.0,0.0021953445315981905
axis,200,6,2,1.0,1.0,shap,0.7621420389461625,0.3555555555555555,12003.666666666666,0.3577134920672203
axis,200,6,2,1.0,1.0,lime,0.525085910652921,0.07777777777777777,800.0,0.12307199766704192
oblique,50,3,0,0.9971333333333333,0.9971333333333333,witness,0.6515366430260047,0.35555555555555546,0.0,5.518913191432754e-05
oblique,50,3,0,0.9971333333333333,0.9971333333333333,gradient,0.7172576832151301,0.37777777777777766,0.0,6.93843971627454e-05
oblique,50,3,0,0.9971333333333333,0.5005333333333333,ecod,0.5947990543735225,0.2,0.0,0.00036126546716938417
oblique,50,3,0,0.9971333333333333,0.9971333333333333,shap,0.6969267139479906,0.39999999999999986,12003.666666666666,0.31926833326773096
oblique,50,3,0,0.9971333333333333,0.9971333333333333,lime,0.5111111111111112,0.08888888888888888,800.0,0.03131438799900934
oblique,50,3,1,0.9833333333333333,0.9833333333333333,witness,0.6950354609929078,0.26666666666666666,0.0,5.650640232488513e-05
oblique,50,3,1,0.9833333333333333,0.9833333333333333,gradient,0.7366430260047281,0.26666666666666666,0.0,9.268900224318107e-05
oblique,50,3,1,0.9833333333333333,0.6033,ecod,0.6560283687943264,0.22222222222222227,0.0,0.00036735293300201494
oblique,50,3,1,0.9833333333333333,0.9833333333333333,shap,0.7172576832151301,0.3555555555555555,12003.666666666666,0.2877579063992016
oblique,50,3,1,0.9833333333333333,0.9833333333333333,lime,0.4841607565011819,0.0,800.0,0.014329860600021978
oblique,50,3,2,0.9913666666666666,0.9913666666666666,witness,0.7546099290780142,0.4666666666666667,0.0,0.002889679065750291
oblique,50,3,2,0.9913666666666666,0.9913666666666666,gradient,0.7829787234042555,0.5555555555555556,0.0,7.753813018401464e-05
oblique,50,3,2,0.9913666666666666,0.5533333333333332,ecod,0.6959810874704491,0.28888888888888886,0.0,0.0003465611992093424
oblique,50,3,2,0.9913666666666666,0.9913666666666666,shap,0.7661938534278959,0.4666666666666667,12003.666666666666,0.23566358093327533
oblique,50,3,2,0.9913666666666666,0.9913666666666666,lime,0.5073286052009457,0.0,800.0,0.014191262734433016
oblique,50,6,0,0.8453666666666666,0.8453666666666666,witness,0.5901515151515151,0.1888888888888889,0.0,0.0002662009986427923
oblique,50,6,0,0.8453666666666666,0.8453666666666666,gradient,0.6136363636363636,0.23333333333333334,0.0,7.541140075773001e-05
oblique,50,6,0,0.8453666666666666,0.47913333333333336,ecod,0.5518939393939395,0.22222222222222218,0.0,0.00048725886348014076
oblique,50,6,0,0.8453666666666666,0.8453666666666666,shap,0.5732323232323232,0.2555555555555556,12003.666666666666,0.24126302626682444
oblique,50,6,0,0.8453666666666666,0.8453666666666666,lime,0.45580808080808083,0.07777777777777777,800.0,0.016833511999963472
oblique,50,6,1,0.8580333333333334,0.8580333333333334,witness,0.648989898989899,0.19999999999999993,0.0,3.770560336609682e-05
oblique,50,6,1,0.8580333333333334,0.8580333333333334,gradient,0.6679292929292928,0.22222222222222218,0.0,5.762246437370777e-05
oblique,50,6,1,0.8580333333333334,0.5659333333333333,ecod,0.6112373737373737,0.17777777777777776,0.0,0.0003700428681137661
oblique,50,6,1,0.8580333333333334,0.8580333333333334,shap,0.6097222222222222,0.24444444444444444,12003.666666666666,0.2408574054017663
oblique,50,6,1,0.8580333333333334,0.8580333333333334,lime,0.4643939393939394,0.11111111111111112,800.0,0.01361172260173286
oblique,50,6,2,0.9321666666666666,0.9321666666666666,witness,0.6184343434343434,0.20000000000000004,0.0,4.6382134314626455e-05
oblique,50,6,2,0.9321666666666666,0.9321666666666666,gradient,0.6313131313131313,0.23333333333333336,0.0,6.232806481420994e-05
oblique,50,6,2,0.9321666666666666,0.5174000000000001,ecod,0.5588383838383838,0.17777777777777776,0.0,0.00034618980328862865
oblique,50,6,2,0.9321666666666666,0.9321666666666666,shap,0.5881313131313132,0.26666666666666666,12003.666666666666,0.24127467940173422
oblique,50,6,2,0.9321666666666666,0.9321666666666666,lime,0.501010101010101,0.08888888888888888,800.0,0.014232046731437246
oblique,100,3,0,0.9770000000000001,0.9770000000000001,witness,0.7422680412371135,0.3777777777777777,0.0,0.0004413974665415784
oblique,100,3,0,0.9770000000000001,0.9770000000000001,gradient,0.7523482245131731,0.4444444444444444,0.0,0.0006300830670321981
oblique,100,3,0,0.9770000000000001,0.4906666666666667,ecod,0.7010309278350515,0.26666666666666666,0.0,0.0006666668651935955
oblique,100,3,0,0.9770000000000001,0.9770000000000001,shap,0.713745704467354,0.33333333333333326,12003.666666666666,0.2638013123340594
oblique,100,3,0,0.9770000000000001,0.9770000000000001,lime,0.4957617411225658,0.04444444444444444,800.0,0.018475416333725056
oblique,100,3,1,0.9736333333333334,0.9736333333333334,witness,0.7145475372279494,0.31111111111111106,0.0,0.00024004400086899598
oblique,100,3,1,0.9736333333333334,0.9736333333333334,gradient,0.7298969072164948,0.31111111111111106,0.0,0.0005240899976342916
oblique,100,3,1,0.9736333333333334,0.5614,ecod,0.7347079037800684,0.33333333333333326,0.0,0.0006995010655373335
oblique,100,3,1,0.9736333333333334,0.9736333333333334,shap,0.7139747995418098,0.3777777777777777,12003.666666666666,0.25111813373320424
oblique,100,3,1,0.9736333333333334,0.9736333333333334,lime,0.4856815578465064,0.06666666666666667,800.0,0.02013649793031315
oblique,100,3,2,0.9835,0.9835,witness,0.7951890034364258,0.3333333333333333,0.0,0.0009441746010755499
oblique,100,3,2,0.9835,0.9835,gradient,0.820389461626575,0.4666666666666667,0.0,6.845346651971341e-05
oblique,100,3,2,0.9835,0.48619999999999997,ecod,0.7089347079037799,0.2888888888888889,0.0,0.0007185043999925256
oblique,100,3,2,0.9835,0.9835,shap,0.8104238258877435,0.48888888888888893,12003.666666666666,0.27338039746585613
oblique,100,3,2,0.9835,0.9835,lime,0.54524627720504,0.02222222222222222,800.0,0.023630840665039916
oblique,100,6,0,0.8998,0.8998,witness,0.6356973995271868,0.2,0.0,4.7471999035527306e-05
oblique,100,6,0,0.8998,0.8998,gradient,0.635933806146572,0.2111111111111111,0.0,6.413146620616317e-05
oblique,100,6,0,0.8998,0.4861666666666667,ecod,0.5942671394799055,0.1111111111111111,0.0,0.0009275729302316904
oblique,100,6,0,0.8998,0.8998,shap,0.5462765957446809,0.15555555555555556,12003.666666666666,0.27998986686579885
oblique,100,6,0,0.8998,0.8998,lime,0.5069739952718675,0.04444444444444444,800.0,0.021182791935279964
oblique,100,6,1,0.9219333333333333,0.9219333333333333,witness,0.590307328605201,0.18888888888888886,0.0,6.0722398726890486e-05
oblique,100,6,1,0.9219333333333333,0.9219333333333333,gradient,0.6098108747044917,0.21111111111111108,0.0,7.707346618796388e-05
oblique,100,6,1,0.9219333333333333,0.5423666666666667,ecod,0.5743498817966903,0.13333333333333333,0.0,0.0006917850696481764
oblique,100,6,1,0.9219333333333333,0.9219333333333333,shap,0.5686761229314421,0.17777777777777776,12003.666666666666,0.2835441057337448
oblique,100,6,1,0.9219333333333333,0.9219333333333333,lime,0.5029550827423168,0.03333333333333333,800.0,0.019856880601340283
oblique,100,6,2,0.9463333333333334,0.9463333333333334,witness,0.6046099290780143,0.14444444444444443,0.0,0.0002622127338933448
oblique,100,6,2,0.9463333333333334,0.9463333333333334,gradient,0.6319148936170212,0.16666666666666666,0.0,9.453759994357825e-05
oblique,100,6,2,0.9463333333333334,0.4722666666666667,ecod,0.5682624113475179,0.16666666666666666,0.0,0.0006535060005262494
oblique,100,6,2,0.9463333333333334,0.9463333333333334,shap,0.5799054373522459,0.16666666666666663,12003.666666666666,0.25312540686378876
oblique,100,6,2,0.9463333333333334,0.9463333333333334,lime,0.5783687943262412,0.11111111111111112,800.0,0.018732205665825556
oblique,200,3,0,0.8510000000000001,0.8510000000000001,witness,0.7282571912013537,0.2,0.0,6.733986471469204e-05
oblique,200,3,0,0.8510000000000001,0.8510000000000001,gradient,0.7266779469825156,0.2,0.0,8.293353021144867e-05
oblique,200,3,0,0.8510000000000001,0.5779000000000001,ecod,0.734010152284264,0.15555555555555553,0.0,0.0021205081992472213
oblique,200,3,0,0.8510000000000001,0.8510000000000001,shap,0.6016920473773265,0.19999999999999998,12003.666666666666,0.3275926061323844
oblique,200,3,0,0.8510000000000001,0.8510000000000001,lime,0.4789622109419064,0.0,800.0,0.11782387740289171
oblique,200,3,1,0.8180333333333333,0.8180333333333333,witness,0.6430908065425832,0.17777777777777776,0.0,5.673846462741494e-05
oblique,200,3,1,0.8180333333333333,0.8180333333333333,gradient,0.6682459108855048,0.22222222222222224,0.0,6.263886655991277e-05
oblique,200,3,1,0.8180333333333333,0.5039333333333333,ecod,0.6652002256063169,0.2,0.0,0.001984284930707266
oblique,200,3,1,0.8180333333333333,0.8180333333333333,shap,0.6482797518330513,0.22222222222222224,12003.666666666666,0.3030136745306663
oblique,200,3,1,0.8180333333333333,0.8180333333333333,lime,0.4752397067117879,0.0,800.0,0.09718351353270312
oblique,200,3,2,0.9016,0.9016,witness,0.7239706711787931,0.15555555555555553,0.0,0.00036598279839381573
oblique,200,3,2,0.9016,0.9016,gradient,0.7244218838127467,0.15555555555555553,0.0,9.772473325332006e-05
oblique,200,3,2,0.9016,0.5777666666666667,ecod,0.700789622109419,0.15555555555555553,0.0,0.00340766873365889
oblique,200,3,2,0.9016,0.9016,shap,0.6024816694867458,0.2222222222222222,12003.666666666666,0.3265214903318944
oblique,200,3,2,0.9016,0.9016,lime,0.5811618725324309,0.0,800.0,0.12847031413111837
oblique,200,6,0,0.8659666666666667,0.8659666666666667,witness,0.5999999999999999,0.09999999999999999,0.0,7.942766727258762e-05
oblique,200,6,0,0.8659666666666667,0.8659666666666667,gradient,0.6153493699885452,0.08888888888888888,0.0,0.00011858746487026413
oblique,200,6,0,0.8659666666666667,0.5697666666666666,ecod,0.6052119129438718,0.16666666666666666,0.0,0.002032321998073409
oblique,200,6,0,0.8659666666666667,0.8659666666666667,shap,0.5447880870561284,0.11111111111111112,12003.666666666666,0.3040501601994038
oblique,200,6,0,0.8659666666666667,0.8659666666666667,lime,0.4922680412371134,0.03333333333333333,800.0,0.09146450520105039
oblique,200,6,1,0.8189333333333333,0.8189333333333333,witness,0.5866552119129439,0.07777777777777778,0.0,9.1851269826293e-05
oblique,200,6,1,0.8189333333333333,0.8189333333333333,gradient,0.6063573883161513,0.08888888888888888,0.0,0.00012192259697864453
oblique,200,6,1,0.8189333333333333,0.49796666666666667,ecod,0.568098510882016,0.11111111111111112,0.0,0.0021069449993471306
oblique,200,6,1,0.8189333333333333,0.8189333333333333,shap,0.5263172966781214,0.05555555555555555,12003.666666666666,0.32366086173181735
oblique,200,6,1,0.8189333333333333,0.8189333333333333,lime,0.5218785796105384,0.02222222222222222,800.0,0.0864476179316019
oblique,200,6,2,0.8278000000000001,0.8278000000000001,witness,0.56368843069874,0.12222222222222223,0.0,8.941160049289465e-05
oblique,200,6,2,0.8278000000000001,0.8278000000000001,gradient,0.5774341351660939,0.12222222222222223,0.0,0.00011035446853687365
oblique,200,6,2,0.8278000000000001,0.5738333333333333,ecod,0.6039232531500573,0.07777777777777777,0.0,0.0025786964028763275
oblique,200,6,2,0.8278000000000001,0.8278000000000001,shap,0.5675830469644904,0.13333333333333333,12003.666666666666,0.37142391346860676
oblique,200,6,2,0.8278000000000001,0.8278000000000001,lime,0.48339060710194726,0.03333333333333333,800.0,0.12904351466568187
